Fid,CDate,Precipitation,Humidity,WindSpeed,WeatherCondition,AvgTemp,AvgTempUncertainty,City,Country,Latitude,Longitude,Season,Crop,Label,Results
172.217.10.110-10.42.0.151-443-42580-6,06-07-22,8.68080752,65.79864341,18.12857151,Sunny,28.32,0.556,Abohar,India,29.74N,73.85E,Summer     ,Rice,1,1
10.42.0.151-10.42.0.1-61503-53-17,07-07-22,0.0,31.20333702,7.9550677929999996,Snow,32.369,0.373,Abohar,India,29.74N,73.85E,Summer     ,Sunflower,0,0
162.208.20.184-10.42.0.211-443-38181-6,08-07-22,0.0,33.06635808,12.63627208,Partly Cloudy,34.338,0.154,Abohar,India,29.74N,73.85E,Whole Year ,Arecanut,1,1
172.217.6.195-10.42.0.211-80-57464-6,09-07-22,0.0,68.85688075,12.40336351,Partly Cloudy,33.796,0.584,Abohar,India,29.74N,73.85E,Whole Year ,Banana,0,0
10.42.0.211-106.39.162.36-54697-80-6,10-07-22,0.0,65.44742672,0.8102337490000001,Cloudy,31.878,0.433,Abohar,India,29.74N,73.85E,Whole Year ,Black pepper,1,1
173.194.208.188-10.42.0.42-5228-36098-6,11-07-22,0.0,48.47083189999999,9.704047027,Rain,29.473000000000003,0.47600000000000003,Abohar,India,29.74N,73.85E,Whole Year ,Cashewnut,0,0
10.42.0.211-36.110.213.49-58094-443-6,12-07-22,0.0,41.37447295,8.025386105,Snow,24.673000000000002,0.315,Abohar,India,29.74N,73.85E,Whole Year ,Coconut ,1,1
10.42.0.211-72.30.2.182-57150-443-6,13-07-22,0.0,53.57748274,17.59259109,Sunny,18.465,0.396,Abohar,India,29.74N,73.85E,Whole Year ,Coriander,0,0
10.42.0.211-63.250.200.101-45750-443-6,14-07-22,0.0,75.53720628,18.29006181,Sunny,13.444,0.49,Abohar,India,29.74N,73.85E,Whole Year ,Cotton(lint),0,0
10.42.0.151-63.251.88.56-56020-443-6,15-07-22,0.0,33.98222459,0.8852513009999999,Cloudy,12.17,0.33899999999999997,Abohar,India,29.74N,73.85E,Whole Year ,Dry ginger,1,1
10.42.0.151-119.146.74.33-38816-443-6,16-07-22,0.0,65.80179643,9.583533431000001,Cloudy,14.535,0.381,Abohar,India,29.74N,73.85E,Whole Year ,Garlic,0,0
202.77.129.150-10.42.0.211-80-42569-6,17-07-22,0.0,77.26999439,11.253659599999999,Sunny,21.983,0.39,Abohar,India,29.74N,73.85E,Whole Year ,Sugarcane,0,0
10.42.0.1-10.42.0.42-53-48880-17,18-07-22,0.0,79.83433572,11.63220605,Cloudy,28.471,0.24600000000000002,Abohar,India,29.74N,73.85E,Whole Year ,Tapioca,1,1
172.217.10.226-10.42.0.211-443-40200-6,19-07-22,0.0,64.55046673,19.38432947,Snow,31.633000000000003,0.35700000000000004,Abohar,India,29.74N,73.85E,Whole Year ,Tobacco,1,1
10.42.0.211-66.102.255.44-43112-443-6,20-07-22,8.131103142999999,49.61492045,5.898027561,Cloudy,35.559,0.4,Abohar,India,29.74N,73.85E,Whole Year ,Turmeric,0,0
10.42.0.1-10.42.0.42-53-47527-17,21-07-22,0.0,73.22790391,17.07186555,Sunny,32.718,0.337,Abohar,India,29.74N,73.85E,Kharif     ,Arhar/Tur,0,0
172.217.12.195-10.42.0.151-443-54886-6,22-07-22,3.919768033,63.05630649,7.738067286000001,Partly Cloudy,30.525,0.452,Abohar,India,29.74N,73.85E,Kharif     ,Bajra,0,0
198.11.188.80-10.42.0.211-443-42714-6,23-07-22,0.0,54.9986598,15.97862759,Partly Cloudy,29.74,0.385,Abohar,India,29.74N,73.85E,Kharif     ,Castor seed,1,1
172.217.6.194-10.42.0.42-443-52203-6,24-07-22,0.0,67.22863653,6.65125454,Snow,24.505,0.349,Abohar,India,29.74N,73.85E,Kharif     ,Cotton(lint),1,1
10.42.0.211-64.71.142.95-60199-443-6,25-07-22,0.0,40.41362277,10.66179175,Rain,17.945999999999998,0.345,Abohar,India,29.74N,73.85E,Kharif     ,Cowpea(Lobia),1,1
172.217.10.42-10.42.0.151-443-41312-6,26-07-22,0.0,44.7862597,3.279352592,Rain,13.214,0.624,Abohar,India,29.74N,73.85E,Kharif     ,Dry chillies,1,1
10.42.0.151-10.42.0.1-55865-53-17,27-07-22,0.0,73.44563502,14.05882378,Rain,11.661,0.36200000000000004,Abohar,India,29.74N,73.85E,Kharif     ,Groundnut,1,1
172.217.11.14-10.42.0.151-443-35241-6,28-07-22,3.168127669,60.02489406,13.95399532,Rain,15.372,0.48700000000000004,Abohar,India,29.74N,73.85E,Kharif     ,Horse-gram,0,0
10.42.0.211-10.42.0.1-3346-53-17,29-07-22,7.36743651,93.12015413,11.02072353,Partly Cloudy,22.81,0.688,Abohar,India,29.74N,73.85E,Kharif     ,Jowar,1,1
172.217.11.42-10.42.0.211-443-49412-6,30-07-22,7.160862389,89.27144784,9.441706300000002,Rain,27.91,0.335,Abohar,India,29.74N,73.85E,Kharif     ,Maize,0,0
10.42.0.151-23.199.25.36-48955-80-6,31-07-22,0.0,78.54998932,2.598343151,Snow,29.235,0.408,Abohar,India,29.74N,73.85E,Kharif     ,Moong(Green Gram),0,0
10.42.0.1-10.42.0.42-53-9443-17,01-08-22,8.822387916,61.30299777,14.57355911,Rain,35.504,0.425,Abohar,India,29.74N,73.85E,Kharif     ,Niger seed,0,0
172.217.10.129-10.42.0.211-443-57176-6,02-08-22,0.0,69.92113173,3.440406036,Partly Cloudy,34.021,0.711,Abohar,India,29.74N,73.85E,Kharif     ,Onion,1,1
10.42.0.211-10.42.0.1-1386-53-17,03-08-22,0.0,47.20113007,11.16985605,Rain,31.634,0.7090000000000001,Abohar,India,29.74N,73.85E,Kharif     ,Other Kharif pulses,0,0
172.217.12.170-10.42.0.211-443-44363-6,04-08-22,9.448106951,48.09322286,1.567353327,Sunny,28.434,0.35,Abohar,India,29.74N,73.85E,Kharif     ,Peas & beans (Pulses),1,1
10.42.0.211-52.84.29.154-52844-443-6,05-08-22,0.0,64.07020878,1.3172205190000001,Rain,25.09,0.897,Abohar,India,29.74N,73.85E,Kharif     ,Potato,0,0
151.101.21.140-10.42.0.211-443-60357-6,06-08-22,9.103194300000002,61.21024378,11.36969308,Partly Cloudy,18.143,0.39399999999999996,Abohar,India,29.74N,73.85E,Kharif     ,Ragi,1,1
10.42.0.211-10.42.0.1-41153-53-17,07-08-22,0.0,82.00148366,12.06722413,Rain,13.754000000000001,0.48100000000000004,Abohar,India,29.74N,73.85E,Kharif     ,Rice,0,0
10.42.0.211-54.192.37.117-36739-443-6,08-08-22,0.0,79.034623,5.386580208,Sunny,10.76,1.036,Abohar,India,29.74N,73.85E,Kharif     ,Sesamum,1,1
10.42.0.211-54.192.38.171-35682-443-6,09-08-22,0.0,47.43351732,9.967031803,Cloudy,13.004000000000001,0.728,Abohar,India,29.74N,73.85E,Kharif     ,Small millets,1,1
172.217.10.238-10.42.0.211-443-49199-6,10-08-22,2.343362056,68.71734217,13.78587768,Cloudy,22.548000000000002,0.721,Abohar,India,29.74N,73.85E,Kharif     ,Sunflower,0,0
10.42.0.211-10.42.0.1-47580-53-17,11-08-22,0.0,45.68939582,8.411586543,Partly Cloudy,30.375999999999998,0.941,Abohar,India,29.74N,73.85E,Kharif     ,Urad,1,1
10.42.0.211-104.193.88.109-53568-80-6,12-08-22,0.0,40.08171674,17.11195245,Sunny,32.528,0.655,Abohar,India,29.74N,73.85E,Rabi       ,Cotton(lint),0,0
172.217.12.193-10.42.0.211-443-38502-6,13-08-22,0.0,85.56996409,3.2771400789999996,Cloudy,32.967,0.6,Abohar,India,29.74N,73.85E,Rabi       ,Cowpea(Lobia),0,0
10.42.0.211-106.39.162.36-53895-80-6,14-08-22,0.0,96.28273915,12.06874377,Rain,31.706999999999997,0.65,Abohar,India,29.74N,73.85E,Rabi       ,Dry chillies,1,1
10.42.0.151-10.42.0.1-12355-53-17,15-08-22,0.0,80.5035927,14.00146711,Partly Cloudy,31.557,0.513,Abohar,India,29.74N,73.85E,Rabi       ,Gram,1,1
10.42.0.211-52.26.15.212-56294-443-6,16-08-22,0.0,59.89166907,8.151568536000001,Snow,30.674,0.444,Abohar,India,29.74N,73.85E,Rabi       ,Groundnut,0,0
172.217.1.174-10.42.0.42-443-42788-6,17-08-22,0.0,72.30937787,12.48610891,Rain,26.124000000000002,0.221,Abohar,India,29.74N,73.85E,Rabi       ,Horse-gram,1,1
10.42.0.211-10.42.0.1-57631-53-17,18-08-22,5.667006809,60.47080013,9.502861877,Sunny,17.602999999999998,0.469,Abohar,India,29.74N,73.85E,Rabi       ,Maize,0,0
203.205.158.60-10.42.0.211-80-51693-6,19-08-22,0.0,69.95274362,11.85583069,Partly Cloudy,13.115,0.33299999999999996,Abohar,India,29.74N,73.85E,Rabi       ,Moong(Green Gram),1,1
10.42.0.42-31.13.71.52-37368-443-6,20-08-22,0.0,65.36592795,6.987361908,Partly Cloudy,12.909,0.35,Abohar,India,29.74N,73.85E,Rabi       ,Onion,0,0
10.42.0.1-10.42.0.42-53-35831-17,21-08-22,0.0,83.27434007,2.647203703,Sunny,17.467,0.6629999999999999,Abohar,India,29.74N,73.85E,Rabi       ,Other  Rabi pulses,1,1
173.194.175.188-10.42.0.151-5228-52325-6,22-08-22,0.0,38.67896443,1.161873785,Snow,20.134,0.315,Abohar,India,29.74N,73.85E,Rabi       ,Peas & beans (Pulses),0,0
10.42.0.211-10.42.0.1-65400-53-17,23-08-22,0.0,88.61823233,12.96332881,Rain,24.919,0.49200000000000005,Abohar,India,29.74N,73.85E,Rabi       ,Ragi,0,0
172.217.10.234-10.42.0.151-443-37435-6,24-08-22,0.0,44.81796868,9.633844202,Partly Cloudy,30.385,0.62,Abohar,India,29.74N,73.85E,Rabi       ,Rice,0,0
10.42.0.151-91.190.218.66-46861-12350-6,25-08-22,0.0,82.423423,6.972259912,Sunny,35.493,0.32,Abohar,India,29.74N,73.85E,Rabi       ,Sunflower,0,0
205.185.216.42-10.42.0.42-80-58813-6,26-08-22,0.0,38.13578535,11.69750099,Snow,33.869,0.27,Abohar,India,29.74N,73.85E,Rabi       ,Urad,0,0
10.42.0.151-10.42.0.1-26994-53-17,27-08-22,2.3052472440000003,95.38510015,1.0207460720000001,Cloudy,31.246,0.545,Abohar,India,29.74N,73.85E,Summer     ,Dry chillies,1,1
10.42.0.211-123.125.29.220-55628-80-6,28-08-22,0.0,55.53951436,5.555537623999999,Snow,29.149,0.34700000000000003,Abohar,India,29.74N,73.85E,Summer     ,Maize,1,1
202.77.129.161-10.42.0.211-80-51564-6,29-08-22,5.279973861,68.14956629999999,9.06949473,Sunny,24.774,0.5670000000000001,Abohar,India,29.74N,73.85E,Summer     ,Onion,0,0
182.22.67.69-10.42.0.42-443-40052-6,30-08-22,4.020690095,66.07400033,2.7589975819999997,Cloudy,16.55,0.475,Abohar,India,29.74N,73.85E,Summer     ,Peas & beans (Pulses),0,0
10.42.0.211-52.204.78.223-45620-80-6,31-08-22,0.0,74.49890457,6.322085566,Rain,12.86,0.302,Abohar,India,29.74N,73.85E,Summer     ,Ragi,0,0
10.42.0.211-36.51.254.232-55200-443-6,01-09-22,2.111076663,36.63460211,19.37118877,Snow,10.984000000000002,0.226,Abohar,India,29.74N,73.85E,Summer     ,Rice,1,1
219.142.78.162-10.42.0.211-80-60525-6,02-09-22,8.227841984,43.0113953,0.471279915,Rain,13.427999999999999,0.41100000000000003,Abohar,India,29.74N,73.85E,Summer     ,Sunflower,1,1
10.42.0.42-36.51.254.232-53979-443-6,03-09-22,0.0,86.93715272,8.462699817,Sunny,20.47,0.552,Abohar,India,29.74N,73.85E,Whole Year ,Arecanut,1,1
139.59.109.5-10.42.0.42-80-52367-6,04-09-22,0.0,35.22977082,17.92271427,Rain,26.906,0.184,Abohar,India,29.74N,73.85E,Whole Year ,Banana,1,1
162.208.22.39-10.42.0.151-443-42775-6,05-09-22,0.0,46.13474499,5.575302947000001,Sunny,31.724,0.201,Abohar,India,29.74N,73.85E,Whole Year ,Black pepper,1,1
10.42.0.151-10.42.0.1-25167-53-17,06-09-22,0.0,53.85964881,10.65366365,Partly Cloudy,34.373000000000005,0.505,Abohar,India,29.74N,73.85E,Whole Year ,Cardamom,0,0
10.42.0.151-64.71.142.124-36135-443-6,07-09-22,0.0,32.69270765,1.581027524,Cloudy,32.655,0.345,Abohar,India,29.74N,73.85E,Whole Year ,Cashewnut,1,1
172.217.10.74-10.42.0.151-443-41866-6,08-09-22,0.0,49.23212002,7.221166079,Partly Cloudy,31.088,0.374,Abohar,India,29.74N,73.85E,Whole Year ,Coconut ,0,0
172.217.9.227-10.42.0.151-443-45989-6,09-09-22,0.0,44.6834791,13.79784914,Partly Cloudy,29.441,0.38299999999999995,Abohar,India,29.74N,73.85E,Whole Year ,Coriander,0,0
172.217.6.206-10.42.0.151-443-46604-6,10-09-22,0.0,60.03434431,0.19589433899999997,Cloudy,25.651999999999997,0.44,Abohar,India,29.74N,73.85E,Whole Year ,Dry ginger,0,0
220.243.219.55-10.42.0.211-80-58498-6,11-09-22,0.0,84.00379792,15.73348974,Sunny,18.832,0.43700000000000006,Abohar,India,29.74N,73.85E,Whole Year ,Garlic,1,1
10.42.0.151-10.42.0.1-56991-53-17,12-09-22,2.035292294,94.55209079,16.37355221,Sunny,28.32,0.326,Accra,Ghana,5.63N,0.00W,Whole Year ,Sugarcane,0,0
172.217.11.42-10.42.0.151-443-50201-6,13-09-22,0.0,88.29244664,6.191339512000001,Cloudy,28.296,0.231,Accra,Ghana,5.63N,0.00W,Whole Year ,Tobacco,1,1
10.42.0.211-10.42.0.1-9468-53-17,14-09-22,7.809998867000001,37.00998104,18.16420845,Snow,29.005,0.51,Accra,Ghana,5.63N,0.00W,Whole Year ,Turmeric,0,0
10.42.0.151-31.13.71.3-40520-443-6,15-09-22,2.925300207,51.86914902,17.28152193,Snow,29.246,0.318,Accra,Ghana,5.63N,0.00W,Kharif     ,Arhar/Tur,1,1
10.42.0.211-74.6.105.13-56721-443-6,16-09-22,6.308608014,67.31230398,5.186848693,Sunny,29.198,0.444,Accra,Ghana,5.63N,0.00W,Kharif     ,Bajra,0,0
10.42.0.211-104.192.110.245-33407-80-6,17-09-22,5.628902657,86.21805609,15.22973736,Rain,28.56,0.287,Accra,Ghana,5.63N,0.00W,Kharif     ,Castor seed,1,1
10.42.0.211-23.205.16.85-52463-80-6,18-09-22,0.0,60.00967999,5.968765802,Sunny,27.01,0.264,Accra,Ghana,5.63N,0.00W,Kharif     ,Cotton(lint),1,1
10.42.0.211-58.63.236.212-46646-443-6,19-09-22,0.0,88.4565127,3.969146547,Partly Cloudy,25.896,0.272,Accra,Ghana,5.63N,0.00W,Kharif     ,Cowpea(Lobia),0,0
10.42.0.151-58.63.236.212-42260-443-6,20-09-22,0.127080276,56.32753482,8.055731432,Sunny,25.674,0.248,Accra,Ghana,5.63N,0.00W,Kharif     ,Dry chillies,1,1
10.42.0.211-66.198.178.89-55002-443-6,21-09-22,7.141056022000001,56.626718000000004,5.84916912,Snow,25.901,0.325,Accra,Ghana,5.63N,0.00W,Kharif     ,Groundnut,0,0
10.42.0.42-98.139.180.149-50353-443-6,22-09-22,6.404873337000001,40.269281,18.68068514,Partly Cloudy,26.745,0.203,Accra,Ghana,5.63N,0.00W,Kharif     ,Horse-gram,0,0
169.47.5.250-10.42.0.211-443-50765-6,23-09-22,0.0,47.49719638,6.3027939779999995,Rain,27.449,0.465,Accra,Ghana,5.63N,0.00W,Kharif     ,Jowar,1,1
10.42.0.211-31.13.71.37-42032-443-6,24-09-22,8.257714656000001,47.2487189,6.829876047000001,Rain,27.89,0.254,Accra,Ghana,5.63N,0.00W,Kharif     ,Maize,1,1
172.217.6.234-10.42.0.42-443-50172-6,25-09-22,0.0,65.2181182,2.900484052,Sunny,27.519000000000002,0.478,Accra,Ghana,5.63N,0.00W,Kharif     ,Moong(Green Gram),0,0
172.217.10.226-10.42.0.211-443-55197-6,26-09-22,0.0,91.33123089,12.47691524,Sunny,27.831,0.40700000000000003,Accra,Ghana,5.63N,0.00W,Kharif     ,Niger seed,1,1
172.217.10.2-10.42.0.151-443-39652-6,27-09-22,8.466951417999999,54.26618326,14.64514778,Sunny,28.829,0.433,Accra,Ghana,5.63N,0.00W,Kharif     ,Onion,0,0
172.217.6.234-10.42.0.151-443-55816-6,28-09-22,0.0,99.41143164,0.986223648,Cloudy,28.59,0.321,Accra,Ghana,5.63N,0.00W,Kharif     ,Other Kharif pulses,1,1
198.11.188.78-10.42.0.151-443-43860-6,29-09-22,0.0,44.00599018,6.054630962,Partly Cloudy,27.999000000000002,0.344,Accra,Ghana,5.63N,0.00W,Kharif     ,Peas & beans (Pulses),0,0
172.217.3.106-10.42.0.151-443-37482-6,30-09-22,0.0,80.50643574,13.68423722,Rain,26.579,0.345,Accra,Ghana,5.63N,0.00W,Kharif     ,Potato,1,1
10.42.0.211-64.71.142.125-54082-443-6,01-10-22,0.0,50.0495359,15.80870452,Partly Cloudy,25.471999999999998,0.349,Accra,Ghana,5.63N,0.00W,Kharif     ,Ragi,1,1
10.42.0.151-10.42.0.1-62441-53-17,02-10-22,0.0,43.64892766,16.88092427,Partly Cloudy,25.05,0.251,Accra,Ghana,5.63N,0.00W,Kharif     ,Rice,0,0
10.42.0.211-31.13.71.36-56251-443-6,03-10-22,0.0,73.78084763,3.315229678,Snow,25.77,0.259,Accra,Ghana,5.63N,0.00W,Kharif     ,Sesamum,1,1
10.42.0.211-104.196.121.139-44937-443-6,04-10-22,0.0,71.55488506,0.83633464,Rain,26.429000000000002,0.318,Accra,Ghana,5.63N,0.00W,Kharif     ,Sunflower,0,0
10.42.0.211-10.42.0.1-59810-53-17,05-10-22,0.0,50.90799867,17.445486499999998,Cloudy,27.679000000000002,0.21600000000000003,Accra,Ghana,5.63N,0.00W,Kharif     ,Urad,0,0
172.217.7.195-10.42.0.151-443-56859-6,06-10-22,0.0,93.556219,2.0365389019999998,Partly Cloudy,27.525,0.35100000000000003,Accra,Ghana,5.63N,0.00W,Rabi       ,Cotton(lint),1,1
10.42.0.151-10.42.0.1-51490-53-17,07-10-22,0.0,73.66480931,0.117112135,Sunny,27.471999999999998,0.348,Accra,Ghana,5.63N,0.00W,Rabi       ,Cowpea(Lobia),1,1
172.217.12.206-10.42.0.211-443-37611-6,08-10-22,0.0,43.18545251,2.2638314,Partly Cloudy,27.476,0.312,Accra,Ghana,5.63N,0.00W,Rabi       ,Dry chillies,0,0
10.42.0.211-72.247.70.190-40132-80-6,09-10-22,0.0,64.97522888,18.8311707,Partly Cloudy,28.656999999999996,0.267,Accra,Ghana,5.63N,0.00W,Rabi       ,Gram,0,0
10.42.0.211-23.21.51.186-43832-443-6,10-10-22,0.0,44.89048974,7.434335902999999,Rain,28.035,0.344,Accra,Ghana,5.63N,0.00W,Rabi       ,Groundnut,0,0
10.42.0.151-10.42.0.1-52413-53-17,11-10-22,2.026336921,99.14771872,17.23516994,Partly Cloudy,27.462,0.41100000000000003,Accra,Ghana,5.63N,0.00W,Rabi       ,Horse-gram,1,1
10.42.0.211-98.139.183.24-48645-80-6,12-10-22,0.0,48.22294244,8.873788646,Rain,26.581,0.61,Accra,Ghana,5.63N,0.00W,Rabi       ,Maize,1,1
172.217.10.142-10.42.0.42-443-50366-6,13-10-22,0.0,87.38017153,0.941209822,Sunny,25.379,1.278,Accra,Ghana,5.63N,0.00W,Rabi       ,Moong(Green Gram),1,1
10.42.0.151-31.13.71.37-52096-443-6,14-10-22,0.0,74.21046362,12.27216707,Cloudy,24.811999999999998,0.46399999999999997,Accra,Ghana,5.63N,0.00W,Rabi       ,Onion,1,1
10.42.0.211-10.42.0.1-27368-53-17,15-10-22,2.0799430969999997,82.02512605,17.46591287,Sunny,25.723000000000003,0.452,Accra,Ghana,5.63N,0.00W,Rabi       ,Other  Rabi pulses,1,1
10.42.0.211-104.97.95.172-36297-80-6,16-10-22,0.0,85.78131059,15.83067754,Snow,26.581,1.3880000000000001,Accra,Ghana,5.63N,0.00W,Rabi       ,Peas & beans (Pulses),0,0
172.217.12.206-10.42.0.151-443-37371-6,17-10-22,6.8946489070000005,54.56379592,10.47779935,Sunny,27.456,0.315,Accra,Ghana,5.63N,0.00W,Rabi       ,Potato,1,1
10.42.0.211-31.13.71.1-41335-443-6,18-10-22,0.0,34.71233353,16.38527318,Sunny,26.648000000000003,0.7020000000000001,Accra,Ghana,5.63N,0.00W,Rabi       ,Ragi,0,0
10.42.0.211-23.217.155.120-35941-80-6,19-10-22,0.0,96.87325096,17.15838505,Rain,27.708000000000002,0.8390000000000001,Accra,Ghana,5.63N,0.00W,Rabi       ,Rapeseed &Mustard,1,1
172.217.10.106-10.42.0.151-443-56374-6,20-10-22,0.0,30.49211082,8.751161551000001,Cloudy,28.839000000000002,1.042,Accra,Ghana,5.63N,0.00W,Rabi       ,Rice,0,0
172.217.2.106-10.42.0.211-443-51821-6,21-10-22,3.166601884,33.99649747,1.461176726,Partly Cloudy,28.828000000000003,0.43799999999999994,Accra,Ghana,5.63N,0.00W,Rabi       ,Sunflower,1,1
156.154.200.36-10.42.0.211-443-57875-6,22-10-22,0.0,78.60363448,7.07393594,Snow,28.425,0.36200000000000004,Accra,Ghana,5.63N,0.00W,Rabi       ,Urad,0,0
10.42.0.211-10.42.0.1-27491-53-17,23-10-22,0.0,83.03356865,11.66676944,Cloudy,27.91,0.255,Accra,Ghana,5.63N,0.00W,Summer     ,Dry chillies,1,1
10.42.0.151-61.174.50.168-58971-8080-6,24-10-22,0.0,31.857798699999996,11.64760513,Rain,26.351,0.434,Accra,Ghana,5.63N,0.00W,Summer     ,Maize,0,0
180.149.136.194-10.42.0.211-80-57339-6,25-10-22,0.0,88.73985011,15.9853557,Snow,25.107,0.281,Accra,Ghana,5.63N,0.00W,Summer     ,Onion,1,1
203.205.158.34-10.42.0.151-80-56759-6,26-10-22,5.476548922,37.61518996,12.23532131,Snow,24.752,0.43700000000000006,Accra,Ghana,5.63N,0.00W,Summer     ,Peas & beans (Pulses),0,0
10.42.0.211-106.39.169.66-54158-443-6,27-10-22,0.0,44.84290611,11.16731047,Sunny,27.175,2.0580000000000003,Achalpur,India,21.70N,77.02E,Summer     ,Ragi,1,1
10.42.0.211-74.6.105.9-44148-443-6,28-10-22,5.708636621,64.36382933,2.19131577,Rain,26.45,1.263,Achalpur,India,21.70N,77.02E,Summer     ,Rice,1,1
10.42.0.151-23.9.107.127-55551-443-6,29-10-22,0.0,51.57799204,9.353637136,Cloudy,26.756,2.346,Achalpur,India,21.70N,77.02E,Summer     ,Sunflower,0,0
172.217.9.227-10.42.0.42-443-41215-6,30-10-22,0.0,88.28667347,12.57464881,Cloudy,25.901999999999997,1.944,Achalpur,India,21.70N,77.02E,Whole Year ,Arecanut,1,1
10.42.0.211-104.192.110.245-46194-443-6,31-10-22,0.0,67.57131146,14.10377484,Sunny,21.651,1.8980000000000001,Achalpur,India,21.70N,77.02E,Whole Year ,Banana,0,0
10.42.0.42-61.145.124.143-56181-80-6,01-11-22,0.431954255,35.04925978,3.27560131,Cloudy,19.123,1.694,Achalpur,India,21.70N,77.02E,Whole Year ,Black pepper,0,0
10.42.0.1-10.42.0.42-53-10349-17,02-11-22,7.271809864,89.9273122,9.711831389,Snow,19.71,1.9180000000000001,Achalpur,India,21.70N,77.02E,Whole Year ,Cashewnut,1,1
8.43.72.47-10.42.0.211-443-57388-6,03-11-22,0.0,99.70670822,0.869147036,Partly Cloudy,22.34,3.5580000000000003,Achalpur,India,21.70N,77.02E,Whole Year ,Coconut ,1,1
10.42.0.211-64.71.142.96-46122-80-6,04-11-22,1.429816895,57.82153185,7.657668106,Snow,25.851,2.95,Achalpur,India,21.70N,77.02E,Whole Year ,Coriander,0,0
10.42.0.211-104.192.108.27-41980-80-6,05-11-22,6.8378404889999995,57.79492086,12.56340931,Rain,32.207,1.838,Achalpur,India,21.70N,77.02E,Whole Year ,Dry ginger,1,1
10.42.0.211-98.139.199.204-52206-443-6,06-11-22,0.0,60.43085043,1.611010185,Partly Cloudy,33.257,1.5219999999999998,Achalpur,India,21.70N,77.02E,Whole Year ,Garlic,0,0
10.42.0.211-31.13.69.228-58948-443-6,07-11-22,0.0,42.4981681,13.51705247,Snow,31.368000000000002,1.709,Achalpur,India,21.70N,77.02E,Whole Year ,Sugarcane,1,1
198.11.189.2-10.42.0.151-443-41803-6,08-11-22,0.0,60.37753852,19.24563043,Partly Cloudy,26.559,1.8840000000000001,Achalpur,India,21.70N,77.02E,Whole Year ,Tobacco,0,0
172.217.10.2-10.42.0.42-443-49437-6,09-11-22,0.0,86.07720408,8.631766564,Partly Cloudy,25.853,2.128,Achalpur,India,21.70N,77.02E,Whole Year ,Turmeric,1,1
172.217.12.138-10.42.0.42-443-44932-6,10-11-22,0.0,39.42920015,9.807032457,Rain,25.72,2.12,Achalpur,India,21.70N,77.02E,Kharif     ,Arhar/Tur,0,0
239.255.255.250-10.42.0.1-1900-51546-17,11-11-22,0.0,60.52933975,8.123912313,Partly Cloudy,25.622,2.295,Achalpur,India,21.70N,77.02E,Kharif     ,Bajra,1,1
172.217.10.99-10.42.0.151-443-36933-6,12-11-22,0.0,54.08577418,1.9802296769999999,Cloudy,22.268,2.625,Achalpur,India,21.70N,77.02E,Kharif     ,Castor seed,1,1
192.229.173.173-10.42.0.151-443-35044-6,13-11-22,0.0,39.98316906,2.272171269,Partly Cloudy,19.632,1.8030000000000002,Achalpur,India,21.70N,77.02E,Kharif     ,Cotton(lint),0,0
203.205.158.61-10.42.0.211-80-60046-6,14-11-22,2.435168228,91.82056624,19.20772077,Snow,20.042,1.74,Achalpur,India,21.70N,77.02E,Kharif     ,Cowpea(Lobia),0,0
10.42.0.151-47.89.67.224-59130-443-6,15-11-22,0.0,59.07973682,18.22199336,Sunny,21.46,1.4340000000000002,Achalpur,India,21.70N,77.02E,Kharif     ,Dry chillies,1,1
10.42.0.151-104.244.43.195-58058-443-6,16-11-22,0.0,83.28021692,9.752792681,Cloudy,27.948,2.013,Achalpur,India,21.70N,77.02E,Kharif     ,Groundnut,1,1
10.42.0.211-23.219.23.167-35522-80-6,17-11-22,5.641228517999999,67.17767468,1.233550323,Snow,,,Achalpur,India,21.70N,77.02E,Kharif     ,Horse-gram,0,0
10.42.0.211-95.213.11.133-44341-443-6,18-11-22,0.0,89.05313297,6.262947556,Cloudy,,,Achalpur,India,21.70N,77.02E,Kharif     ,Jowar,0,0
10.42.0.211-54.243.151.79-49285-443-6,19-11-22,5.475276843,91.53621299,14.09201938,Rain,30.791,2.099,Achalpur,India,21.70N,77.02E,Kharif     ,Maize,0,0
10.42.0.42-104.244.42.2-56134-443-6,20-11-22,0.0,65.19671383,6.989896337999999,Sunny,27.309,2.697,Achalpur,India,21.70N,77.02E,Kharif     ,Moong(Green Gram),1,1
10.42.0.151-121.12.98.63-48558-80-6,21-11-22,4.761589176,94.41270509,13.55394441,Snow,25.959,1.922,Achalpur,India,21.70N,77.02E,Kharif     ,Niger seed,1,1
180.149.153.234-10.42.0.42-80-60965-6,22-11-22,0.0,88.52230535,18.97755607,Cloudy,26.281,1.4180000000000001,Achalpur,India,21.70N,77.02E,Kharif     ,Onion,1,1
10.42.0.151-10.42.0.1-28693-53-17,23-11-22,1.411116605,90.57918116,4.626469943,Rain,25.313000000000002,1.682,Achalpur,India,21.70N,77.02E,Kharif     ,Other Kharif pulses,1,1
162.208.22.39-10.42.0.211-443-45091-6,24-11-22,0.0,85.31069455,13.14930566,Rain,22.084,1.7369999999999999,Achalpur,India,21.70N,77.02E,Kharif     ,Potato,1,1
10.42.0.151-31.13.80.52-52690-443-6,25-11-22,0.0,51.47132503,17.76901812,Rain,20.389,3.247,Achalpur,India,21.70N,77.02E,Kharif     ,Ragi,0,0
